id,match
kasten_blau_45_9_0135,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Es"
kasten_blau_45_8_0018,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Das"
kasten_blau_44_3f_0008,"95 Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herrh bruder Bitt"
kasten_blau_45_15_0620,"Es ist mihr woll <mark>herz</mark>- lich leidt zue vernemmen,"
kasten_blau_45_9_0017,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Sage"
kasten_blau_45_8_0378,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0231,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_45_8_0267,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ewer"
kasten_blau_45_8_0190,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ewer"
kasten_blau_45_8_0063,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_15_0033,"Duhrchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster her vatter Bitt"
kasten_blau_45_8_0009,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_45_8_0274,"gehalten worden. Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Es"
kasten_blau_45_9_0101,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Aus"
kasten_blau_45_7_0127,"zimlich verderbt vnd das <mark>herz</mark> voller schmerzen ist, welches"
kasten_blau_45_15_0076,"Durchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster herrh vatterv Bitt"
kasten_blau_45_8_0210,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dieweilen"
emt___kasten-blau-45-11-fol-69r,"Durchleuchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dieweilen"
korrespondenzakten_1147_0046,"vnd ist mihr woll <mark>herz</mark>lich leidt, das ich daraus"
kasten_blau_45_15_0233,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herr vatter Dismahl"
kasten_blau_45_9_0161,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Mitt"
kasten_blau_45_15_0131,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0457,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster her vatter Ich"
kasten_blau_45_9_0120,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herrh vater Mit"
kasten_blau_45_15_0590,"wurden die franzosen wider <mark>herz</mark> bekommen, die izt scheinen"
kasten_blau_45_9_0374,warumb ich den almechtigen <mark>herz</mark>- inniglist bitte. In der
kasten_blau_45_8_0493,"Durchleuchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_15_0628,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herrhr vatter Nach"
korrespondenzakten_1147_0111,"octobris8bris 1693 Durchleüchtiger Curfürst, <mark>herz</mark> allerlibster herrh bruder In"
kasten_blau_45_15_0036,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerlibster herrr vatter Bitt"
kasten_blau_45_9_0083,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Beyde"
kasten_blau_45_8_0304,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0090,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0222,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0439,"Durchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_45_9_0388,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Bitt"
kasten_blau_44_2d_0047,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herrh brueder Ich"
kasten_blau_45_8_0405,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Es"
kasten_blau_44_6_0011,Pfalzgrauen bey Reyhn meinem <mark>herz</mark> allerliebsten herrnh brudern
kasten_blau_44_2d_0049,"Durchleüchtiger Fürst, <mark>herz</mark> allerlibster bruder Schikh herbey"
kasten_blau_44_8_0321,"Durchleüchtiger Curfürst, mein <mark>herz</mark> allerlibster herrh bruder Es"
kasten_blau_45_8_0422,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0111,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Aus"
kasten_blau_45_9_0482,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herr vatter Ewer"
kasten_blau_45_8_0238,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_45_9_0104,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ewer"
kasten_blau_45_7_0276,"er wie sein eigns <mark>herz</mark> geliebt hatt. Ich beken,"
kasten_blau_45_8_0106,auf selbigem iagen der <mark>Herz</mark>och von Anhalt von seinem
kasten_blau_44_8_0085,"Durchleüchtiger Curfürst, mein <mark>herz</mark> allerliebster herrh bruder Ich"
kasten_blau_45_15_0226,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerlibster herrh vatter Ich"
kasten_blau_45_15_0845,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herr vatter Ewer"
kasten_blau_45_8_0156,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Die"
emt___kasten-blau-45-11-fol-68v,"wahr sey. Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Bitte"
kasten_blau_45_9_0270,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Zue"
korrespondenzakten_1147_0051,"Vnd gleich als mich <mark>herz</mark>lich erfreüdt daraus zue vernemmen,"
kasten_blau_45_8_0407,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_44_9_0160,"vohr ein bedrubnus, mein <mark>herz</mark> ist sehr bedrangt, ein"
kasten_blau_45_9_0470,"Durchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0077,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_44_2d_0043,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herrh brueder Ich"
kasten_blau_45_9_0227,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0124,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0359,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Mitt"
kasten_blau_45_8_0150,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_15_0375,"Durchleüchtiger Cuhrfürst, mein <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_44_6_0111,"Durchleüchtiger Curfürst, <mark>herz</mark> allerlibster herrh bruder Ich"
kasten_blau_45_15_0002,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_45_9_0090,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_8_0037,"Durchleüchtigster Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0234,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_15_0158,"Durchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0326,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Dero"
kasten_blau_44_8_0066,"Durchleüchtiger Curfürst, mein <mark>herz</mark> allerliebester herrh bruder Ich"
kasten_blau_45_8_0255,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatterer Ewer"
kasten_blau_44_11_0092,conseruiren. Bedankh mich auch <mark>herz</mark>lich vohr den gutten wuntsch
kasten_blau_45_8_0382,"das, das es den <mark>Herz</mark>og zue Neüstatt geschen, starkh"
kasten_blau_44_10_0376,es dief in mein <mark>herz</mark> druken vndt bis in
kasten_blau_45_9_0278,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0139,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Ich"
kasten_blau_45_9_0148,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Mitt"
kasten_blau_45_8_0235,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Es"
kasten_blau_44_8_0049,"Durchleüchtiger Curfürst, mein <mark>herz</mark> allerlibster herrh bruder Nach"
kasten_blau_45_15_0074,"Durchleüchtiger Cuhrfürst, <mark>herz</mark> allerliebster herrh vatterv Erfreüet"
kasten_blau_45_8_0295,"Durchleüchtiger Fürst, <mark>herz</mark> allerliebster herr vatter Es"
kasten_blau_44_6_0028,herzallerliebster herrh bruder Wie <mark>herz</mark>lich ich dero Liebden condolire
kasten_blau_45_8_0491,Durchleüchtiger Fürst <mark>herz</mark> allerliebster herr vatter Aus
kasten_blau_44_11_0259,"Durchleüchtigster Cuhrfürst, mein <mark>herz</mark>liebster herrh bruder Es hatt"
kasten_blau_44_11_0315,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Mitt dißer"
kasten_blau_45_15_0784,"ablegen vnd berichten, wie <mark>herz</mark>lich ich empfinde, iezt dero"
kasten_blau_44_11_0322,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Bitt vmb"
kasten_blau_45_15_0056,"schon zeit, dan der <mark>Herz</mark>och balt wekh wirt. Der"
korrespondenzakten_1147_0015,"vonv Sulsbach vnd den <mark>Herz</mark>och von Saxen, auf welchs"
kasten_blau_45_15_0042,"geschen. Heünt ist der <mark>Herz</mark>och von Lottring kommen, gott"
korrespondenzakten_1147_0096,"nach dem exempel des <mark>Herz</mark>og von Wirtenberg, so wurde"
kasten_blau_44_7_0468,"her vatter sehligsehl, nuhr <mark>Herz</mark>och wahr, hatt er 3"
kasten_blau_44_3f_0037,elendt leben soll. Den <mark>Herz</mark>och von Sachsen betreffendt hett
kasten_blau_45_15_0196,"aufbuz. Man schreibt, der <mark>Herz</mark>och von Mantoua werd erster"
kasten_blau_45_9_0371,"vnterdehnigstvnte abzuelegen, den almechtigen <mark>herz</mark>lich bittend, dise meine gehorsamstengehors"
kasten_blau_45_15_0207,"kommen. Gleich wie mich <mark>herz</mark>lich bedrübt hatt, das ewer"
kasten_blau_45_9_0165,"im gehorsamb gegen den <mark>Herz</mark>och ist, so wirt er"
kasten_blau_45_9_0271,auch schon aus. Der <mark>Herz</mark>och von Lottring wirt am
kasten_blau_44_11_0292,"1715 Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh brueder Mitt der"
kasten_blau_44_11_0347,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Due hermit"
kasten_blau_44_6_0319,"thun, wann sie dem <mark>herz</mark>ogen von Saxen zu disen"
kasten_blau_45_15_0045,"zanweh incomodirt, ist mihr <mark>herz</mark>lich leid, vnd bitt ewer"
kasten_blau_45_8_0289,"in dem es der <mark>Herz</mark>og von Saxen, Anschpach, Anhalt,"
kasten_blau_45_15_0363,"worden einzueschließen. Mit dem <mark>Herz</mark>och ist zimlich gutt gewest,"
kasten_blau_45_15_0479,"fonction einladen, dan der <mark>Herz</mark>och Max, wie ich hör,"
kasten_blau_44_6_0489,das dero Liebden dem <mark>Herz</mark>och Carl in dißen nit
kasten_blau_44_6_0043,1689 Heüt kombt die <mark>Herz</mark>ogin von Wirtenberg wider zue
kasten_blau_45_8_0485,"Ist mihr woll auch <mark>herz</mark>lich leidt, das vnser Erzherzogin"
kasten_blau_44_2b_0009,"Pfaltz- grauen bey Rhein, <mark>Herz</mark>ogen in Bayrn, zu Gülich,"
kasten_blau_45_15_0565,pretensiones macht. Mit dem <mark>Herz</mark>och von Lotring ist auch
kasten_blau_45_15_0777,dero vnterdehnigstevd dochter. Der <mark>Herz</mark>och von Lotring hatt ihr
kasten_blau_44_6_0104,"Wilhelmb, Pfalzgraffen bey Rhein, <mark>Herz</mark>ogen in Bayrn, zu Jülich"
kasten_blau_45_9_0304,"den 17ten schreibt der <mark>Herz</mark>och, das sie bis auf"
kasten_blau_45_15_0311,"auch hatt man den <mark>Herz</mark>og von Anhalt immerzue angefrischt,"
kasten_blau_44_7_0157,cölnischen sach wegen des <mark>Herz</mark>ogen von Saxen kan ichs
kasten_blau_45_15_0382,"ein caualier, den der <mark>Herz</mark>och von Lottring geschikt, dem"
kasten_blau_45_15_0333,"anzuefangen gehen werden. Den <mark>Herz</mark>och erwart däglich, darnach wirt"
kasten_blau_45_15_0540,"Vnd gleich wie mich <mark>herz</mark>lich erfreit hatt, daraus ewer"
kasten_blau_45_9_0259,in Pollen mit dem <mark>Herz</mark>och von Lottring seindt vergangen
kasten_blau_44_9_0240,angelegenheiten wie auch den <mark>Herz</mark>och von Florenz laße eifrist
kasten_blau_45_15_0786,signalirt vnd ihn der <mark>Herz</mark>och überaus gelobt in seinen
kasten_blau_44_2d_0031,"Polen balt kommen. Der <mark>Herz</mark>och ist ihr heündt entgegen,"
kasten_blau_44_11_0055,"laßet. Wegen des Groß- <mark>herz</mark>och, so laset der Kaiser"
kasten_blau_45_15_0852,das ewer Durchlaucht des <mark>Herz</mark>och von Lottring doht sehr
kasten_blau_45_9_0363,"angedeütet. Ich bitte gott <mark>herz</mark>lich, das er ihm gnadeg"
kasten_blau_45_15_0129,"Pfalz- grauen bey Rhein, <mark>Herz</mark>ogen in Bayrn zu Jülich,"
kasten_blau_44_6_0078,"leiden wirt, seines orts <mark>herz</mark>lich gern bey zue dragen,"
kasten_blau_44_9_0250,portirt vohr den Groß <mark>Herz</mark>och gefunden. Das er aber
kasten_blau_44_7_0234,"bestendigst verharren werden. Den <mark>Herz</mark>og von Saxen betreffendt, so"
kasten_blau_44_7_0124,"dero Liebden erzeigte bestendige <mark>herz</mark>lige lieb haben, das ich"
kasten_blau_44_11_0243,"Durchleüchtigster Cuhrfürst, mein <mark>herz</mark>liebster herrh bruder Es hette"
kasten_blau_45_9_0298,"türken stehn, warauf der <mark>Herz</mark>och andren dags (als den"
kasten_blau_44_3f_0033,"Es wehr mihr woll <mark>herz</mark>lich leidt, wan diße armen"
kasten_blau_45_15_0455,"hinauf kommen, warumb ich <mark>herz</mark>lich werd betten laßen. Befehl"
kasten_blau_45_15_0164,noch etwas kommen. Der <mark>Herz</mark>och von Lottring ist ver-
kasten_blau_44_10_0311,"mich, nachmahlen dero Liebden <mark>herz</mark>lich zu ersuchen, sich durch"
kasten_blau_45_9_0353,"angedeütet. Ich bitte gott <mark>herz</mark>lich, das er ihm gnadeg"
kasten_blau_44_7_0186,"vnsern brudern oder dem <mark>Herz</mark>och von Lottring, welcher von"
kasten_blau_45_8_0440,ist mihr wohl ein <mark>herz</mark>lige freüdt zue vernemmen die
kasten_blau_44_10_0321,können nit allein meine <mark>herz</mark>lige dankhsagung abermahl durch dise
kasten_blau_45_15_0345,"wehre, das bad. Der <mark>Herz</mark>och von Lotring ist auch"
kasten_blau_45_8_0373,"haben, wie eifrig der <mark>Herz</mark>og von Lottrin vohr ihn"
kasten_blau_44_10_0245,"ihrer frawf schwester, der <mark>Herz</mark>ogin von Modena, welche, nach"
kasten_blau_44_9_0120,"secundiren. Due mich auch <mark>herz</mark>ligst bedanken, das dero Liebden"
kasten_blau_44_6_0007,"woll wißen, was ein <mark>herz</mark>lich kintlige lieb ich gehgen"
kasten_blau_45_15_0781,"Due nachmahlen vnterdehnigstvd vnd <mark>herz</mark>ligst condoliren, will aber von"
kasten_blau_45_15_0827,sehn. Jezt wirt der <mark>Herz</mark>och von Lottring balt her
kasten_blau_44_8_0111,"brif hatt mihr der <mark>Herz</mark>och geben, dero Liebden einzuschlißen,"
kasten_blau_45_9_0193,"gangen, ob zwar der <mark>Herz</mark>och ihn gebetten vnd gewarnt,"
kasten_blau_44_11_0274,"so mehr, als von <mark>Herz</mark>och an mich niks gelangt"
kasten_blau_44_9_0077,damit durch selbige dem <mark>Herz</mark>og LIebdenLd solches möge bey
kasten_blau_44_7_0128,august 1696 Wegen des <mark>Herz</mark>ogen von Saxen werden ihr
kasten_blau_44_11_0152,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Vohr erst"
kasten_blau_45_15_0439,"gehabt, ist mihr woll <mark>herz</mark>lich leidt, gott geb balt"
kasten_blau_44_11_0234,"Durchleüchtigster Cuhrfürst, mein <mark>herz</mark>liebster herrhr bruder Das morgige"
kasten_blau_45_8_0146,"werden ihr Mayestät dem <mark>Herz</mark>ogen schreiben, die recomendation wegen"
kasten_blau_45_15_0335,ihr frey. Wegen des <mark>Herz</mark>ogen von Saxen- Laubenburg hab
kasten_blau_44_10_0307,"Jezt komme, mein recht <mark>herz</mark>lich vndt kindtlige dankh- sagung"
kasten_blau_44_11_0010,dauohr mein schuldige vndt <mark>herz</mark>lige dankhsagung abzuelegen. Vndt gleich
kasten_blau_45_15_0806,wirt zuerukh nemmen. Der <mark>Herz</mark>och von Lottring hatt zwar
kasten_blau_45_15_0441,"ich verhoffe, die Erz- <mark>herz</mark>ogin vnd auch ewer Durchlaucht"
kasten_blau_44_6_0298,"Mayestät, wan man dem <mark>Herz</mark>och von Saxen, welcher ein"
kasten_blau_45_15_0342,"vnd gebe, das der <mark>Herz</mark>och von LottringLottr nit recht"
kasten_blau_44_11_0150,"Durchleüchtigister Curfürst, mein <mark>herz</mark>liebster herrh bruder Hab dero"
kasten_blau_45_15_0517,"berent, ist mihr woll <mark>herz</mark>lich leidt, der allmächtige wirt"
kasten_blau_45_15_0211,"ist ein caualier vom <mark>Herz</mark>och von Mantua kommen, das"
kasten_blau_45_15_0596,"empfangen, vnd ist mihr <mark>herz</mark>lich leidt, zue vernemmen, das"
kasten_blau_44_9_0033,"obligirt, das sie dem <mark>Herz</mark>och zuegeschriben, ihme die schwehrmüetige"
kasten_blau_45_15_0039,aus. Iezt wirt der <mark>Herz</mark>och von Lottringen balt hier
kasten_blau_44_9_0012,"weinachtsfeirdag vnd newes iahr <mark>herz</mark>ue nahet, komme ich, dero"
kasten_blau_45_15_0366,auch geschikt haben. Der <mark>Herz</mark>och von Lottring ist heündt
kasten_blau_45_9_0367,"groß, das sie meine <mark>herz</mark>lige wuntsch in gnadeng aufnemmen"
kasten_blau_45_15_0557,"woll bekombt, welches mich <mark>herz</mark>lich bedrüebet. Bitt nochmahlen vnterdehnigstvnt,"
kasten_blau_44_7_0073,frawf abzueholen. Mit dem <mark>Herz</mark>och von Saxen haben ihr
kasten_blau_44_9_0217,herrh bruder Zue dero <mark>herz</mark>ue nahenden geburzdag due ich
kasten_blau_45_15_0404,"alles berichten. Mit dem <mark>Herz</mark>och gehts gottlob alleweil beßer,"
kasten_blau_45_15_0658,"das ich es woll <mark>herz</mark>lich empfunden, vmb so vill"
kasten_blau_45_7_0085,"absonderlich, das es der <mark>Herz</mark>och von Sauoi etwa nit"
kasten_blau_44_11_0012,"vndt news iahr sich <mark>herz</mark>ue naht, kan nitt vmgehn,"
kasten_blau_45_9_0293,allem versehn werden. Der <mark>Herz</mark>och von Lottring wirt auch
kasten_blau_45_15_0637,"vnterdehnigstvd die brif vom <mark>Herz</mark>og, seind woll gahr obligeant,"
kasten_blau_45_15_0109,"hab ich es woll <mark>herz</mark>lich empfunden, dan sie mihr"
kasten_blau_45_9_0382,der almächtige wolle meine <mark>herz</mark>lige wuntsch erfüllen vnd mihr
kasten_blau_45_15_0349,"Durchlaucht vnterdehnig, das dem <mark>Herz</mark>och zwar das fieber ausblieben,"
korrespondenzakten_1147_0167,"mitl finden, indeßen den <mark>Herz</mark>och von Sachsen zu contentiren,"
kasten_blau_45_15_0066,"attaquirts am schloß, der <mark>Herz</mark>och von Lottring auf der"
kasten_blau_45_8_0261,schreiben nit noch mehrer <mark>herz</mark>ue ziehen vndt bedrüebt mich
kasten_blau_45_9_0315,"vill leütt, das der <mark>Herz</mark>och gezwungen worden, den Lesle"
kasten_blau_45_8_0196,"angefangen. Ist mihr wohl <mark>herz</mark>lich leidt, es werden aber"
kasten_blau_45_9_0313,"schiket, also bin ich <mark>herz</mark>lich woll zuefriden, das in"
kasten_blau_44_11_0329,"1716 Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Diße heilige"
kasten_blau_45_15_0187,"es mich dan woll <mark>herz</mark>lich freüet, ewer Durchlaucht in"
kasten_blau_45_9_0358,er gehofft hatt. Der <mark>Herz</mark>och von Lottring hat vergangen
kasten_blau_45_15_0379,erwerben könten. Mit dem <mark>Herz</mark>och ist zwahr heünt zimlich
kasten_blau_45_8_0277,"nit solte vohr den <mark>Herz</mark>og von Lottringen vallen, mein"
kasten_blau_44_6_0384,vortsezen. Vndt zwarn des <mark>Herz</mark>och von Florenz wegen der
kasten_blau_45_8_0244,"sie nit wider den <mark>Herz</mark>og von Lottringen sein sollen,"
kasten_blau_45_15_0572,"aber den güttigsten gott <mark>herz</mark>lich bitten, das sie beden"
emt___77-8806c,"zeitung kommen, das der <mark>Herz</mark>och von Mantua so generos"
kasten_blau_44_11_0213,"Durchleüchtigster Cuhrfürst, mein <mark>herz</mark>liebster herrh bruderbrd Von innersten"
kasten_blau_45_15_0200,"dem ich sie allezeit <mark>herz</mark>lich geliebt, wie sie es"
kasten_blau_45_15_0370,"kommen, hatt zwahr den <mark>Herz</mark>och in etwas beßerem standt"
kasten_blau_45_15_0174,ein consideration vohr den <mark>Herz</mark>och von Lottring in disem
kasten_blau_44_7_0450,"herr vatter seeligerseel, nur <mark>Herz</mark>og war, hatt er drey"
kasten_blau_44_11_0203,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Es ist"
kasten_blau_45_15_0511,wolle vnd ich selbigen <mark>herz</mark>lich darumb bitte. Der Hoffkanzler
kasten_blau_45_9_0007,"beßer vortgehn, weil der <mark>Herz</mark>och von Lotring hier ist."
kasten_blau_45_9_0246,"Von Presburg hatt der <mark>Herz</mark>och bericht, das alle vngeren"
kasten_blau_45_7_0319,"von dem medico des <mark>Herz</mark>ogen von Wolfenbüttel, welcher meldt,"
kasten_blau_45_15_0505,"werde, vmb welches selbigen <mark>herz</mark>lich bittet dieienge, so sterben"
kasten_blau_44_8_0305,"sich auch offerirt, dem <mark>Herz</mark>och Carl von Lottring zu"
kasten_blau_45_15_0603,"Es ist mihr wohl <mark>herz</mark>lich leidt, das die franzosen"
kasten_blau_44_6_0437,"werd sein, weil die <mark>Herz</mark>ogin von Hanouer hir wirt"
kasten_blau_44_3f_0045,"Dise sach duet mich <mark>herz</mark>lich bedrüben, gott wolle ihn"
kasten_blau_44_2b_0002,"helmben Pfalzgrauen bey Rhein, <mark>Herz</mark>ogen in Bayrn, zu Gülich,"
kasten_blau_44_11_0355,"1716 Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Der morgeginge"
kasten_blau_45_15_0508,"melden, due ich woll <mark>herz</mark>lich beklagen vnd wünsche, das"
kasten_blau_44_11_0332,"Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Ob mich"
kasten_blau_44_7_0089,Liebden es glauben. Des <mark>Herz</mark>och von Sachsen sein expedition
kasten_blau_44_7_0427,"besten, zue vohr den <mark>Herz</mark>och Carl von Lottring in"
kasten_blau_45_8_0126,zue dieser hochzeit des <mark>Herz</mark>og vom Lottringen LiebdenLd vndt
kasten_blau_44_7_0067,"merz 1696 Wegen der <mark>Herz</mark>och von Saxen hoff, dero"
kasten_blau_44_11_0255,"1714 Durchleüchtigister Curfürst, mein <mark>herz</mark>liebster herrh bruder Kan nit"
kasten_blau_44_6_0195,"passirt, seint mihr woll <mark>herz</mark>lich leidt. Wegen des von"
kasten_blau_45_15_0388,"gott geb bestendichkeit. Der <mark>Herz</mark>och von Lottring wirt beßer,"
kasten_blau_45_15_0398,"auslegen, in dem der <mark>Herz</mark>och, der erst von einer"
kasten_blau_45_15_0021,"inconuenienzen ereignen, wan der <mark>Herz</mark>och von Lottring, der Cuhrfürst"
kasten_blau_45_7_0446,"in beysein des alten <mark>Herz</mark>och schrifftlich diße antwort, welche"
kasten_blau_44_6_0316,"dem Cardinal, vnd iezigen <mark>herz</mark>og von Modena nit zu"
kasten_blau_45_9_0429,landen bestehn soll. Der <mark>Herz</mark>och von Lottrin wirt bis
kasten_blau_45_15_0661,ist hier ist. Der <mark>Herz</mark>och von Lotring geht morgen
kasten_blau_45_15_0148,"wie in Bayren der <mark>Herz</mark>och Max gedahn, oder entlich"
kasten_blau_44_6_0184,"bruder Es ist mihr <mark>herz</mark>lich leidt, das dero Liebden"
kasten_blau_45_15_0217,"Jezt haben mihr den <mark>Herz</mark>och von Mantua hier, ist"
kasten_blau_44_7_0006,"mein Keiser, incliniren, dem <mark>Herz</mark>och von Saxen LiebdenLd eines"
kasten_blau_45_8_0453,"empfangen haben. Bin wohl <mark>herz</mark>lich bedrüebt, das vohr dismahl"
kasten_blau_44_9_0123,könten. Ich hab dem <mark>Herz</mark>och vnter der handt insinuiren
kasten_blau_45_15_0070,"meinen bruderb Carl dem <mark>Herz</mark>och auf das eifrigiste recomendiren,"
kasten_blau_45_15_0408,"sein gnad darzue. Der <mark>Herz</mark>och ist vergangen montag wekh,"
kasten_blau_45_15_0250,"sondren bloß auf den <mark>Herz</mark>och gehen, dan wan man"
kasten_blau_45_7_0221,"werden wißen, das der <mark>Herz</mark>och von Wirtenberg sich gewaltätig"
kasten_blau_45_7_0073,"wirt. Gestren seindt die <mark>Herz</mark>ogen von Lottring hier abgereist,"
kasten_blau_44_6_0247,"ihn gehabt, vohr den <mark>Herz</mark>och Carl zue zeigen, gleich"
kasten_blau_44_8_0315,"mit dißen courir den <mark>Herz</mark>ogen zu Saxen, BischofBsch von"
kasten_blau_45_15_0613,"wohlstandt, vmb welches ich <mark>herz</mark>lich bitte. Ist mihr von"
kasten_blau_45_8_0165,wan sie würdt zum <mark>Herz</mark>och reisen vndt das sie
kasten_blau_45_9_0413,die exequien von der <mark>Herz</mark>ogin von Mantua gewesen vnd
kasten_blau_45_15_0425,woll möge abgehen. Der <mark>Herz</mark>och von Lottring ist schon
kasten_blau_44_11_0296,"1715 Durchleüchtigster Curfürst, mein <mark>herz</mark>liebster herrh bruder Weilen ich"
kasten_blau_45_15_0841,"brief von den guetten <mark>Herz</mark>och, welchen leider nit überliuren"
kasten_blau_45_15_0254,"darnach ist noch der <mark>Herz</mark>och von Lottring kommen, mit"
kasten_blau_45_9_0099,empfangen. Ist mihr woll <mark>herz</mark>lich leid vohr die arme
korrespondenzakten_1147_0192,"laßen, bis entlich der <mark>Herz</mark>och von Modana selbst nidt"
kasten_blau_45_15_0634,"dag sein, wie der <mark>Herz</mark>och von Lottring, das also"
kasten_blau_44_11_0264,"Durchleüchtigister Curfürst, mein <mark>herz</mark>liebster herrh bruder Zue vodrist"
kasten_blau_45_15_0391,"glorios sein. Mit dem <mark>Herz</mark>och wirts däglich beßer, gott"
kasten_blau_44_6_0167,ich den liben gott <mark>herz</mark>lich bitte. Den Hamilton ist
kasten_blau_45_9_0308,"schon beschießen, ist der <mark>Herz</mark>och durch eingebung gottes den"
